site,transect,cell,period,latitude,longitude,date,observer,time_started,time_num,wind_conditions,temperature,light_conditions,rain_conditions,hab_category,CBWF,flora,playback,prev_observed,southern_whiteface,yellow-throated_miner,white-winged_fairywren
IN1,A,4,A4,-29.56869976,135.0838252,6/08/2024,DAW,11:20:00,11.33,still,warm,partly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
IN2,B,1,B1,-29.35204334,134.9906782,6/08/2024,DAW,7:56:00,7.93,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,4
IN2,B,2,B2,-29.3520453,134.9929632,6/08/2024,DAW,8:16:00,8.27,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,2
IN2,B,3,B3,-29.35202833,134.9952905,6/08/2024,DAW,8:36:00,8.6,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
IN2,B,4,B4,-29.35203729,134.9976036,6/08/2024,DAW,8:56:00,8.93,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
IN2,B,5,B5,-29.35202851,134.9999306,6/08/2024,DAW,9:16:00,9.27,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
IN2,A,1,A1,-29.34793418,134.9907733,6/08/2024,SLG,7:57:00,7.95,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,4
IN2,A,2,A2,-29.34791582,134.9929237,6/08/2024,SLG,8:17:00,8.28,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
IN2,A,3,A3,-29.3479258,134.9952285,6/08/2024,SLG,8:37:00,8.62,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
IN2,A,4,A4,-29.34807755,134.9976214,6/08/2024,SLG,8:57:00,8.95,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
IN2,A,5,A5,-29.34789395,134.9999466,6/08/2024,SLG,9:17:00,9.28,still,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
LA1,A,1,A1,-26.97194731,134.2922593,8/09/2024,DAW,15:08:00,15.13,light,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
LA1,A,4,A4,-26.97396945,134.2922431,8/09/2024,DAW,16:08:00,16.13,light,cool,mostly cloudy,none,Eremophila shrubland,0,,,N,0,0,0
LA1,B,3,B3,-26.97598086,134.2922401,8/09/2024,NRS,15:48:00,15.8,light,cool,overcast,none,Eremophila shrubland,0,,,N,2,0,0
LA1,B,2,B2,-26.97799981,134.2922267,8/09/2024,NRS,15:28:00,15.47,light,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
LA1,B,1,B1,-26.98001359,134.2922078,8/09/2024,NRS,15:08:00,15.13,moderate,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
LA1,A,2,A2,-26.971866,134.296788,8/09/2024,DAW,15:28:00,15.47,light,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
LA1,B,4,B4,-26.974056,134.296796,8/09/2024,NRS,16:08:00,16.13,light,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
LA1,B,5,B5,-26.975928,134.296738,8/09/2024,NRS,16:26:00,16.43,still,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
LA1,A,3,A3,-26.978021,134.296604,8/09/2024,DAW,15:48:00,15.8,light,cool,overcast,none,Eremophila shrubland,0,,,N,0,0,0
LA1,A,5,A5,-26.980087,134.296713,8/09/2024,DAW,16:28:00,16.47,light,cool,mostly cloudy,none,Open gibber,0,,,N,0,0,0
LC1,B,1,B1,-30.58769213,138.3861912,12/09/2024,NRS,7:00:00,7,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
LC1,B,2,B2,-30.58567763,138.3862393,12/09/2024,NRS,7:20:00,7.33,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
LC1,A,4,A4,-30.58366551,138.3863056,12/09/2024,DAW,7:58:00,7.97,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
LC1,A,5,A5,-30.58165051,138.3863531,12/09/2024,DAW,8:18:00,8.3,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,3
LC1,A,1,A1,-30.57963571,138.3864022,12/09/2024,DAW,6:58:00,6.97,moderate,cold,sunny,none,Eucalyptus socialis woodland,0,,,N,0,0,0
LC1,A,2,A2,-30.587801,138.390814,12/09/2024,DAW,7:18:00,7.3,moderate,cool,sunny,none,Eucalyptus socialis woodland,0,,,N,0,0,0
LC1,A,3,A3,-30.585691,138.390979,12/09/2024,DAW,7:38:00,7.63,moderate,cool,sunny,none,Eucalyptus socialis woodland,0,,,N,0,0,2
LC1,B,3,B3,-30.583769,138.390864,12/09/2024,NRS,7:40:00,7.67,moderate,cool,sunny,none,Low chenopod shrubland,0,,,N,0,0,2
LC1,B,4,B4,-30.581789,138.390947,12/09/2024,NRS,8:00:00,8,moderate,cool,sunny,none,Low chenopod shrubland,0,,,N,0,0,3
LC1,B,5,B5,-30.579782,138.390974,12/09/2024,NRS,8:20:00,8.33,moderate,cool,sunny,none,Low chenopod shrubland,0,,,N,0,0,0
MC1,A,3,A3,-29.14628685,134.3534587,7/09/2024,DAW,8:00:00,8,light,cool,overcast,none,Low chenopod shrubland,2,Maireana,No,N,0,0,0
MC1,A,1,A1,-29.14830178,134.3534382,7/09/2024,DAW,7:20:00,7.33,light,cool,mostly cloudy,light,Low chenopod shrubland,0,,,N,0,0,0
MC1,A,2,A2,-29.1503243,134.3534236,7/09/2024,DAW,7:40:00,7.67,light,cool,mostly cloudy,none,Low chenopod shrubland,0,,,N,0,0,4
MC1,B,2,B2,-29.15234295,134.3534206,7/09/2024,NRS,7:44:00,7.73,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
MC1,B,1,B1,-29.15434492,134.3534094,7/09/2024,NRS,7:24:00,7.4,still,cool,overcast,light,Low chenopod shrubland,0,,,N,0,0,0
MC1,B,3,B3,-29.146207,134.348876,7/09/2024,NRS,8:04:00,8.07,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
MC1,A,5,A5,-29.148178,134.348906,7/09/2024,DAW,8:40:00,8.67,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
MC1,B,4,B4,-29.150365,134.348889,7/09/2024,NRS,8:24:00,8.4,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
MC1,B,5,B5,-29.152288,134.348807,7/09/2024,NRS,8:44:00,8.73,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
MC1,A,4,A4,-29.154361,134.34873,7/09/2024,DAW,8:20:00,8.33,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,2
ME1,B,5,B5,-30.319082,135.747236,13/06/2024,DAW,9:25:00,9.42,moderate,cool,partly cloudy,none,Chenopod shrubland,2,Maireana,Yes,Y,0,0,0
ME1,A,5,A5,-30.320546,135.747475,13/06/2024,NRS,9:22:00,9.37,moderate,,sunny,none,Chenopod shrubland,1,Maireana,No,Y,0,0,5
ME1,B,4,B4,-30.322824,135.747292,13/06/2024,DAW,9:00:00,9,moderate,cool,partly cloudy,none,Chenopod shrubland,4,Maireana,Yes,Y,0,0,4
ME1,B,3,B3,-30.324948,135.746974,13/06/2024,DAW,8:40:00,8.67,light,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,5
ME1,B,1,B1,-30.327179,135.747111,13/06/2024,DAW,8:00:00,8,still,cool,partly cloudy,none,Chenopod shrubland,2,Maireana,Yes,Y,0,0,5
ME1,B,2,B2,-30.36042064,135.6304,13/06/2024,DAW,8:20:00,8.33,still,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,8
ME1,A,4,A4,-30.36241339,135.6304,13/06/2024,NRS,9:02:00,9.03,light,cool,sunny,none,Chenopod shrubland,2,Maireana,Yes,Y,0,0,0
ME1,A,2,A2,-30.36448649,135.6305,13/06/2024,NRS,8:22:00,8.37,light,cool,sunny,none,Chenopod shrubland,0,,,Y,0,0,0
ME1,A,3,A3,-30.36646776,135.6304,13/06/2024,NRS,8:42:00,8.7,light,cool,sunny,none,Chenopod shrubland,0,,,Y,2,0,7
ME1,A,1,A1,-30.36851435,135.6304,13/06/2024,NRS,8:02:00,8.03,still,cool,sunny,none,Chenopod shrubland,0,,,Y,3,0,3
ME2,A,3,A3,-30.116431,135.863895,13/06/2024,DAW,11:45:00,11.75,moderate,cool,mostly cloudy,none,Chenopod shrubland,0,,,Y,0,0,0
ME2,B,3,B3,-30.11652,135.861456,13/06/2024,NRS,11:49:00,11.82,strong,cool,sunny,none,Chenopod shrubland,0,,,Y,0,0,0
ME2,A,5,A5,-30.116302,135.859218,13/06/2024,DAW,11:05:00,11.08,moderate,cool,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,1
ME2,A,4,A4,-30.116446,135.85685,13/06/2024,DAW,11:25:00,11.42,moderate,cool,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ME2,A,1,A1,-30.116423,135.853974,13/06/2024,DAW,12:25:00,12.42,moderate,cool,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ME2,B,1,B1,-30.78582473,135.3942,13/06/2024,NRS,11:09:00,11.15,moderate,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
ME2,B,2,B2,-30.78790899,135.3942,13/06/2024,NRS,11:29:00,11.48,moderate,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
ME2,B,4,B4,-30.78987453,135.3942,13/06/2024,NRS,12:09:00,12.15,strong,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
ME2,B,5,B5,-30.79192507,135.3942,13/06/2024,NRS,12:29:00,12.48,strong,cool,sunny,none,Low chenopod shrubland,0,,,Y,0,0,0
ME2,A,2,A2,-30.79392186,135.3943,13/06/2024,DAW,12:05:00,12.08,moderate,cool,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ME3,A,3,A3,-30.2390527,135.2501257,8/08/2024,DAW,7:54:00,7.9,moderate,cool,overcast,none,Acacia shrubland,5,Sclerolaena,No,Y,0,0,2
ME3,A,4,A4,-30.24106348,135.2501262,8/08/2024,DAW,8:14:00,8.23,strong,cool,overcast,none,Acacia shrubland,0,,,Y,0,0,0
ME3,A,5,A5,-30.24308767,135.2501374,8/08/2024,DAW,8:34:00,8.57,strong,cool,overcast,none,Acacia aneura woodland,0,,,Y,0,0,0
ME3,A,1,A1,-30.24509632,135.2501386,8/08/2024,DAW,7:14:00,7.23,moderate,cool,overcast,none,Acacia shrubland,0,,,Y,0,0,0
ME3,A,2,A2,-30.24711687,135.250148,8/08/2024,DAW,7:34:00,7.57,moderate,cool,overcast,none,Acacia shrubland,0,,,Y,2,2,6
ME3,B,1,B1,-30.23897926,135.254791,8/08/2024,SLG,7:09:00,7.15,moderate,cool,overcast,none,Chenopod shrubland,2,Maireana,Yes,Y,0,0,0
ME3,B,3,B3,-30.2410748,135.2547885,8/08/2024,SLG,7:49:00,7.82,moderate,cool,overcast,none,Chenopod shrubland,2,Acacia,Yes,Y,0,0,7
ME3,B,2,B2,-30.24303434,135.2547669,8/08/2024,SLG,7:29:00,7.48,moderate,cool,overcast,none,Chenopod shrubland,2,Maireana,Yes,Y,0,0,3
ME3,B,4,B4,-30.24512737,135.2547798,8/08/2024,SLG,8:09:00,8.15,strong,cool,overcast,none,Chenopod shrubland,0,,,Y,0,0,2
ME3,B,5,B5,-30.24711562,135.2547912,8/08/2024,SLG,8:29:00,8.48,strong,cool,overcast,none,Chenopod shrubland,0,,,Y,0,0,0
MI1,A,4,A4,-32.44233078,136.0668482,26/09/2024,DGM,7:22:00,7.37,light,cool,sunny,none,Chenopod shrubland,0,,,Y,5,0,3
MI1,B,4,B4,-32.44225392,136.0692295,26/09/2024,DAW,7:10:00,7.17,light,cool,sunny,none,Chenopod shrubland,0,,,Y,0,3,3
MI1,B,5,B5,-32.44221051,136.0715776,26/09/2024,DAW,7:30:00,7.5,light,cool,sunny,none,Chenopod shrubland,0,,,Y,0,0,2
MI1,A,1,A1,-32.44222324,136.0739701,26/09/2024,DGM,6:18:00,6.3,still,cold,sunny,none,Chenopod shrubland,0,,,Y,0,0,0
MI1,A,2,A2,-32.44215559,136.0763757,26/09/2024,DGM,6:42:00,6.7,still,cold,sunny,none,Chenopod shrubland,0,,,Y,6,0,5
MI1,A,3,A3,-32.43817989,136.0715255,26/09/2024,DGM,7:02:00,7.03,still,cold,sunny,none,Chenopod shrubland,0,,,Y,2,0,5
MI1,B,1,B1,-32.43816844,136.0739054,26/09/2024,DAW,6:10:00,6.17,still,cold,sunny,none,Chenopod shrubland,0,,,Y,2,0,3
MI1,B,2,B2,-32.43814722,136.0762858,26/09/2024,DAW,6:30:00,6.5,still,cold,sunny,none,Chenopod shrubland,0,,,Y,0,0,2
MI1,B,3,B3,-32.43814252,136.0786694,26/09/2024,DAW,6:50:00,6.83,still,cold,sunny,none,Chenopod shrubland,0,,,Y,0,0,5
MI1,A,5,A5,-32.43810898,136.0810425,26/09/2024,DGM,7:42:00,7.7,light,cool,sunny,none,Chenopod shrubland,0,,,Y,9,0,6
ML1,A,1,A1,-30.199617,138.611983,25/09/2024,PC,7:40:00,7.67,calm,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,3
ML1,A,2,A2,-30.199817,138.609603,25/09/2024,PC,8:00:00,8,calm,cool,overcast,light rain,Low chenopod shrubland,0,,,Y,0,0,2
ML1,A,3,A3,-30.199658,138.607314,25/09/2024,PC,8:35:00,8.58,calm,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,0
ML1,A,4,A4,-30.199756,138.604981,25/09/2024,PC,8:52:00,8.87,calm,cool,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML1,A,5,A5,-30.199692,138.602678,25/09/2024,PC,9:20:00,9.33,calm,cool,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML1,B,1,B1,-30.203486,138.611839,25/09/2024,CM,7:30:00,7.5,calm,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,0
ML1,B,2,B2,-30.203719,138.609589,25/09/2024,CM,7:50:00,7.83,calm,cool,overcast,light rain,Low chenopod shrubland,0,,,Y,0,0,1
ML1,B,3,B3,-30.203906,138.607167,25/09/2024,CM,8:10:00,8.17,calm,cool,overcast,none,Low chenopod shrubland,0,,,Y,0,0,0
ML1,B,4,B4,-30.203814,138.604872,25/09/2024,CM,8:33:00,8.55,calm,cool,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,4
ML1,B,5,B5,-30.203644,138.602203,25/09/2024,CM,8:54:00,8.9,calm,cool,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML2,B,1,B1,-30.076947,138.860092,24/09/2024,CM,12:13:00,12.22,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
ML2,A,1,A1,-30.078969,138.860108,24/09/2024,PC,12:10:00,12.17,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,4
ML2,A,2,A2,-30.081028,138.860031,24/09/2024,PC,12:32:00,12.53,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
ML2,B,2,B2,-30.082983,138.860047,24/09/2024,CM,12:34:00,12.57,light,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
ML2,A,3,A3,-30.085069,138.859986,24/09/2024,PC,12:49:00,12.82,moderate,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,1
ML2,A,5,A5,-30.076989,138.864589,24/09/2024,PC,13:25:00,13.42,moderate,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
ML2,B,3,B3,-30.079056,138.864708,24/09/2024,CM,12:54:00,12.9,moderate,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,3
ML2,B,5,B5,-30.081039,138.864647,24/09/2024,CM,13:44:00,13.73,moderate,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
ML2,A,4,A4,-30.083069,138.864656,24/09/2024,PC,13:05:00,13.08,strong,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
ML2,B,4,B4,-30.085206,138.864364,24/09/2024,CM,13:14:00,13.23,strong,cool,overcast,none,Low chenopod shrubland,0,,,N,0,0,0
ML3,B,3,B3,-30.218036,138.61145,25/09/2024,CM,16:03:00,16.05,strong,warm,mostly cloudy,none,Chenopod shrubland,0,,,Y,0,0,0
ML3,A,1,A1,-30.220017,138.611406,25/09/2024,PC,15:40:00,15.67,moderate,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML3,B,1,B1,-30.222097,138.611389,25/09/2024,CM,15:42:00,15.7,moderate,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML3,A,2,A2,-30.224075,138.611114,25/09/2024,PC,16:00:00,16,strong,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML3,A,3,A3,-30.226097,138.611389,25/09/2024,PC,16:15:00,16.25,strong,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML3,A,4,A4,-30.226153,138.615953,25/09/2024,PC,16:40:00,16.67,strong,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML3,A,5,A5,-30.220003,138.615828,25/09/2024,PC,16:50:00,16.83,strong,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML3,B,2,B2,-30.222131,138.616131,25/09/2024,CM,15:53:00,15.88,strong,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,0
ML3,B,4,B4,-30.220003,138.615828,25/09/2024,CM,16:13:00,16.22,strong,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,2
ML3,B,5,B5,-30.218181,138.615603,25/09/2024,CM,16:23:00,16.38,strong,warm,mostly cloudy,none,Low chenopod shrubland,0,,,Y,0,0,3
MP1,B,1,B1,-29.76389209,135.1270802,10/08/2024,SLG,9:44:00,9.73,moderate,warm,sunny,none,Chenopod shrubland,2,Maireana,Yes,N,0,0,0
MP1,B,2,B2,-29.76390159,135.1293895,10/08/2024,SLG,10:04:00,10.07,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,4
MP1,A,1,A1,-29.76390407,135.1316903,10/08/2024,DAW,9:40:00,9.67,light,cool,sunny,none,Chenopod shrubland,2,Maireana,No,N,0,0,2
MP1,A,2,A2,-29.76389136,135.1340025,10/08/2024,DAW,10:00:00,10,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
MP1,A,3,A3,-29.76388189,135.1363318,10/08/2024,DAW,10:20:00,10.33,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,5
MP1,B,5,B5,-29.76790193,135.1272064,10/08/2024,SLG,11:04:00,11.07,light,warm,sunny,none,Chenopod shrubland,2,Acacia,Yes,N,0,0,5
MP1,A,5,A5,-29.76787959,135.1294126,10/08/2024,DAW,11:00:00,11,light,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,3
MP1,A,4,A4,-29.76795867,135.1317458,10/08/2024,DAW,10:40:00,10.67,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
MP1,B,3,B3,-29.76782905,135.1340788,10/08/2024,SLG,10:24:00,10.4,moderate,warm,sunny,none,Low chenopod shrubland,2,Sclerolaena,Yes,N,0,0,4
MP1,B,4,B4,-29.76766196,135.1366413,10/08/2024,SLG,10:44:00,10.73,light,warm,sunny,none,Low chenopod shrubland,0,,,N,0,0,8
MP2,B,2,B2,-29.90786884,135.1358124,10/08/2024,DAW,7:22:00,7.37,still,cool,sunny,none,Chenopod shrubland,2,Maireana,Yes,N,0,0,0
MP2,B,3,B3,-29.9055798,135.1359889,10/08/2024,DAW,7:42:00,7.7,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,2
MP2,B,4,B4,-29.90384211,135.1357335,10/08/2024,DAW,8:02:00,8.03,light,cool,sunny,none,Low chenopod shrubland,0,,,N,0,0,0
MP2,A,4,A4,-29.90193041,135.135864,10/08/2024,SLG,8:04:00,8.07,light,cool,sunny,none,Low chenopod shrubland,2,Eremophila,Yes,N,0,0,7
MP2,A,3,A3,-29.89979949,135.1357302,10/08/2024,SLG,7:44:00,7.73,light,cool,sunny,none,Low chenopod shrubland,0,,,N,0,0,0
MP2,B,5,B5,-29.90791256,135.1404805,10/08/2024,DAW,8:22:00,8.37,light,cool,sunny,none,Low chenopod shrubland,0,,,N,0,0,0
MP2,A,5,A5,-29.90589211,135.1404769,10/08/2024,SLG,8:24:00,8.4,light,cool,sunny,none,Low chenopod shrubland,0,,,N,0,0,8
MP2,B,1,B1,-29.90387669,135.1404733,10/08/2024,DAW,7:02:00,7.03,still,cool,sunny,none,Low chenopod shrubland,2,Acacia,Yes,N,0,0,3
MP2,A,2,A2,-29.90184913,135.1404709,10/08/2024,SLG,7:24:00,7.4,still,cool,sunny,none,Low chenopod shrubland,4,Eremophila,Yes,N,0,0,3
MP2,A,1,A1,-29.89983763,135.1404631,10/08/2024,SLG,7:04:00,7.07,still,cool,sunny,none,Low chenopod shrubland,2,Senna,Yes,N,0,0,2
NO1,A,3,A3,-32.16100395,136.5600191,27/09/2024,DAW,7:42:00,7.7,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
NO1,A,4,A4,-32.16102843,136.5576465,27/09/2024,DAW,8:02:00,8.03,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
NO1,A,5,A5,-32.16105382,136.5552794,27/09/2024,DAW,8:22:00,8.37,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,5
NO1,B,4,B4,-32.16108294,136.5529179,27/09/2024,DGM,8:00:00,8,light,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,3
NO1,B,5,B5,-32.16111724,136.5505353,27/09/2024,DGM,8:20:00,8.33,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,2
NO1,A,1,A1,-32.16506665,136.5600964,27/09/2024,DAW,7:02:00,7.03,still,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
NO1,A,2,A2,-32.16506474,136.5576929,27/09/2024,DAW,7:22:00,7.37,still,cool,sunny,none,Chenopod shrubland,0,,,N,4,0,0
NO1,B,3,B3,-32.16510752,136.555385,27/09/2024,DGM,7:40:00,7.67,still,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,3
NO1,B,1,B1,-32.1652058,136.552934,27/09/2024,DGM,7:00:00,7,still,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,4
NO1,B,2,B2,-32.1651792,136.5506308,27/09/2024,DGM,7:20:00,7.33,still,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,6
NO2,A,1,A1,-32.18547762,136.4790509,27/09/2024,DAW,9:40:00,9.67,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,9,0,3
NO2,A,2,A2,-32.18347008,136.478996,27/09/2024,DAW,10:00:00,10,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,2,0,12
NO2,B,1,B1,-32.18145336,136.4789707,27/09/2024,DGM,9:45:00,9.75,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,2,0,1
NO2,B,3,B3,-32.17944106,136.4789295,27/09/2024,DGM,10:25:00,10.42,strong,cool,sunny,none,Chenopod shrubland,0,,,N,6,0,0
NO2,B,4,B4,-32.17742281,136.4789092,27/09/2024,DGM,10:45:00,10.75,strong,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
NO2,B,5,B5,-32.18543893,136.4837943,27/09/2024,DGM,11:05:00,11.08,strong,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
NO2,B,2,B2,-32.18340671,136.4837403,27/09/2024,DGM,10:05:00,10.08,moderate,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,0
NO2,A,3,A3,-32.18139922,136.4836922,27/09/2024,DAW,10:20:00,10.33,strong,cool,sunny,none,Chenopod shrubland,0,,,N,0,0,2
NO2,A,4,A4,-32.17940156,136.4836541,27/09/2024,DAW,10:40:00,10.67,strong,cool,sunny,none,Low chenopod shrubland,0,,,N,0,0,3
NO2,A,5,A5,-32.17739378,136.4836314,27/09/2024,DAW,11:00:00,11,strong,cool,sunny,none,Low chenopod shrubland,0,,,N,1,0,0
NW1,B,5,B5,-30.56504343,134.9816409,9/08/2024,DAW,13:55:00,13.92,still,warm,partly cloudy,none,Chenopod shrubland,4,Eremophila,Yes,Y,2,0,9
NW1,A,2,A2,-30.56279444,134.9815735,9/08/2024,SLG,13:02:00,13.03,light,warm,partly cloudy,none,Chenopod shrubland,2,Maireana,Yes,Y,0,0,0
NW1,A,1,A1,-30.56084285,134.9814588,9/08/2024,SLG,12:42:00,12.7,light,warm,partly cloudy,none,Chenopod shrubland,8,Maireana,Yes,Y,0,0,2
NW1,A,4,A4,-30.55875767,134.9814922,9/08/2024,SLG,13:42:00,13.7,light,warm,partly cloudy,none,Chenopod shrubland,4,Maireana,Yes,Y,0,0,0
NW1,A,3,A3,-30.55671293,134.9815331,9/08/2024,SLG,13:22:00,13.37,light,warm,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,0
NW1,A,5,A5,-30.56486276,134.9861683,9/08/2024,SLG,14:02:00,14.03,light,warm,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,2
NW1,B,1,B1,-30.56285099,134.9861601,9/08/2024,DAW,12:35:00,12.58,still,warm,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,4
NW1,B,2,B2,-30.56082902,134.9861685,9/08/2024,DAW,12:55:00,12.92,still,warm,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,4
NW1,B,4,B4,-30.55880685,134.9861596,9/08/2024,DAW,13:35:00,13.58,still,warm,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,4
NW1,B,3,B3,-30.55680004,134.9861573,9/08/2024,DAW,13:15:00,13.25,still,warm,partly cloudy,none,Chenopod shrubland,1,,No,Y,0,2,5
PH1,B,1,B1,-29.68481521,135.4981084,6/09/2024,DAW,7:12:00,7.2,moderate,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,3
PH1,A,4,A4,-29.68683502,135.4981365,6/09/2024,NRS,8:10:00,8.17,strong,cool,sunny,none,Chenopod shrubland,0,,,Y,0,0,0
PH1,B,4,B4,-29.68884386,135.4981524,6/09/2024,DAW,8:12:00,8.2,very strong,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,2
PH1,A,3,A3,-29.6908631,135.4981709,6/09/2024,NRS,7:50:00,7.83,strong,cool,sunny,none,Chenopod shrubland,1,Maireana,Yes,Y,0,0,7
PH1,A,1,A1,-29.69288488,135.4981603,6/09/2024,NRS,7:10:00,7.17,moderate,cool,sunny,none,Chenopod shrubland,0,,,Y,0,0,2
PH1,A,2,A2,-29.684843,135.493513,6/09/2024,NRS,7:30:00,7.5,moderate,cool,sunny,none,Chenopod shrubland,0,,,Y,0,0,2
PH1,A,5,A5,-29.686724,135.493494,6/09/2024,NRS,8:30:00,8.5,strong,cool,sunny,none,Chenopod shrubland,0,,,Y,0,0,0
PH1,B,2,B2,-29.688906,135.493488,6/09/2024,DAW,7:32:00,7.53,strong,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,3
PH1,B,5,B5,-29.690888,135.493529,6/09/2024,DAW,8:32:00,8.53,very strong,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,7
PH1,B,3,B3,-29.692904,135.493531,6/09/2024,DAW,7:52:00,7.87,strong,cool,partly cloudy,none,Chenopod shrubland,0,,,Y,0,0,0
TO1,B,5,B5,-27.40106142,135.3030859,9/09/2024,NRS,15:50:00,15.83,moderate,warm,sunny,none,Chenopod shrubland,0,,,N,0,0,0
